[ 2012-03-31T10:41:07+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Run ParseTemplate Behavior [ RunTime:0.027511s ]
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027591s ]
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Run ContentReplace Behavior [ RunTime:0.002201s ]
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Run TokenBuild Behavior [ RunTime:0.001392s ]
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001189s ]
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Run ShowRuntime Behavior [ RunTime:0.001459s ]
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006507s ]
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --START--
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Run ShowPageTrace Behavior [ RunTime:0.001812s ]
[ 2012-03-31T10:44:54+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --END-- [ RunTime:0.001901s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001880s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002020s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001875s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001980s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003080s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '1' )  [ RunTime:0.001054s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003022s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.000955s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000767s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003248s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | SQL: UPDATE `booklib` SET `contentId`='1',`lastTime`='2012-03-31' WHERE ( `userId` = '3' ) AND ( `bookId` = '33' ) [ RunTime:0.001969s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.002186s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002285s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.019231s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019337s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ContentReplace Behavior [ RunTime:0.001630s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run TokenBuild Behavior [ RunTime:0.001381s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001656s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.001459s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006413s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001484s ]
[ 2012-03-31T10:45:04+08:00 ] /www/read/ebook/read/33/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001573s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run CheckRoute Behavior [ RunTime:0.001663s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001812s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000870s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000964s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003024s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '3' )  [ RunTime:0.001065s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003015s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.000963s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000993s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003003s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | SQL: UPDATE `booklib` SET `contentId`='3',`lastTime`='2012-03-31' WHERE ( `userId` = '3' ) AND ( `bookId` = '33' ) [ RunTime:0.001072s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.000803s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000891s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.014779s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014885s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ContentReplace Behavior [ RunTime:0.000742s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run TokenBuild Behavior [ RunTime:0.000690s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000476s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.000888s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003050s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000831s ]
[ 2012-03-31T10:45:07+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000915s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --START--
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run CheckRoute Behavior [ RunTime:0.001262s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ route_check ] --END-- [ RunTime:0.001397s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000892s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000993s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.002900s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | SQL: SELECT * FROM `booklib` WHERE ( `userId` = '3' )  [ RunTime:0.000976s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003162s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | SQL: SELECT * FROM `books`  [ RunTime:0.001048s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --START--
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run LocationTemplate Behavior [ RunTime:0.001516s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ view_template ] --END-- [ RunTime:0.001606s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 44 行.
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant contentId - assumed 'contentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | NOTIC: [8] Use of undefined constant maxContentId - assumed 'maxContentId' 65234d8d0b80c3acd75b9d096e1bc395.php 第 46 行.
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run ParseTemplate Behavior [ RunTime:0.022904s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022981s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run ContentReplace Behavior [ RunTime:0.000727s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run TokenBuild Behavior [ RunTime:0.000680s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000464s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run ShowRuntime Behavior [ RunTime:0.000755s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002868s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --START--
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Run ShowPageTrace Behavior [ RunTime:0.000805s ]
[ 2012-03-31T10:45:09+08:00 ] /www/read/Libary | INFO: Tag[ view_end ] --END-- [ RunTime:0.000889s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run CheckRoute Behavior [ RunTime:0.001282s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001419s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000860s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000955s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003044s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '3' )  [ RunTime:0.001059s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003138s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.000919s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000984s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003086s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | SQL: UPDATE `booklib` SET `contentId`='3',`lastTime`='2012-03-31' WHERE ( `userId` = '3' ) AND ( `bookId` = '33' ) [ RunTime:0.001144s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.000742s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000826s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.014826s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014931s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ContentReplace Behavior [ RunTime:0.000723s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run TokenBuild Behavior [ RunTime:0.000698s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000484s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.000756s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002903s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000801s ]
[ 2012-03-31T10:45:42+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000883s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run CheckRoute Behavior [ RunTime:0.001265s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001406s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000915s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001028s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003154s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '3' )  [ RunTime:0.001105s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003086s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.000940s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000800s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.003026s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | SQL: UPDATE `booklib` SET `contentId`='3',`lastTime`='2012-03-31' WHERE ( `userId` = '3' ) AND ( `bookId` = '33' ) [ RunTime:0.001274s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.001426s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001521s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.015316s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015422s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ContentReplace Behavior [ RunTime:0.000787s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run TokenBuild Behavior [ RunTime:0.000738s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000474s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.000761s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003010s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000809s ]
[ 2012-03-31T10:46:58+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000891s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --START--
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run CheckRoute Behavior [ RunTime:0.001921s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002058s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --START--
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001487s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001589s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003134s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT * FROM `bookcontents` WHERE ( `booksId` = '33' ) AND ( `contentNum` = '3' )  [ RunTime:0.001014s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `books` [ RunTime:0.003909s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `bookTitle` FROM `books` WHERE ( `id` = '33' ) LIMIT 1   [ RunTime:0.001584s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | SQL: SELECT `contentNum` FROM `bookcontents` WHERE ( `booksId` = '33' ) ORDER BY contentNum desc LIMIT 1   [ RunTime:0.000826s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | SQL: SHOW COLUMNS FROM `booklib` [ RunTime:0.002956s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | SQL: UPDATE `booklib` SET `contentId`='3',`lastTime`='2012-03-31' WHERE ( `userId` = '3' ) AND ( `bookId` = '33' ) [ RunTime:0.000966s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --START--
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run LocationTemplate Behavior [ RunTime:0.002192s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002301s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --START--
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ParseTemplate Behavior [ RunTime:0.019086s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019195s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --START--
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ContentReplace Behavior [ RunTime:0.001485s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run TokenBuild Behavior [ RunTime:0.001761s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001179s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowRuntime Behavior [ RunTime:0.001429s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006142s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --START--
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001472s ]
[ 2012-03-31T10:46:59+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001557s ]
[ 2012-03-31T10:47:23+08:00 ] /www/read/ebook/read/33/3 | INFO: Tag[ route_check ] --START--
