[ 2012-03-26T17:08:58+08:00 ] /www/read/ebook/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004612s ]
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.004033s ]
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:03+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | ERR: (ThinkException) 模板不存在[E:/php/htdocs/www/read/Tpl/Home/Ebook/bookid.html]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Run CheckRoute Behavior [ RunTime:0.001722s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001916s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001370s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001508s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004530s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.003639s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | ERR: (ThinkException) 模板不存在[E:/php/htdocs/www/read/Tpl/Home/Ebook/bookid.html]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Run CheckRoute Behavior [ RunTime:0.001240s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001377s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000845s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000940s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004294s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.003852s ]
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:04+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | ERR: (ThinkException) 模板不存在[E:/php/htdocs/www/read/Tpl/Home/Ebook/bookid.html]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run CheckRoute Behavior [ RunTime:0.001241s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001450s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000827s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000925s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004489s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.003665s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | ERR: (ThinkException) 模板不存在[E:/php/htdocs/www/read/Tpl/Home/Ebook/bookid.html]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run CheckRoute Behavior [ RunTime:0.001288s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001441s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000815s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000909s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004437s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.004082s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | ERR: (ThinkException) 模板不存在[E:/php/htdocs/www/read/Tpl/Home/Ebook/bookid.html]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run CheckRoute Behavior [ RunTime:0.001263s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001415s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000838s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000934s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004543s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.003720s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | ERR: (ThinkException) 模板不存在[E:/php/htdocs/www/read/Tpl/Home/Ebook/bookid.html]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run CheckRoute Behavior [ RunTime:0.001255s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001394s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000833s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000925s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004141s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.003890s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | ERR: (ThinkException) 模板不存在[E:/php/htdocs/www/read/Tpl/Home/Ebook/bookid.html]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run CheckRoute Behavior [ RunTime:0.002480s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002627s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000850s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000945s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.003823s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.010024s ]
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [2] implode() [<a href='function.implode'>function.implode</a>]: Invalid arguments passed ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:05+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | ERR: (ThinkException) 模板不存在[E:/php/htdocs/www/read/Tpl/Home/Ebook/bookid.html]
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --START--
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | INFO: Run CheckRoute Behavior [ RunTime:0.001258s ]
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001394s ]
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --START--
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000846s ]
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000944s ]
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | SQL: SHOW COLUMNS FROM `bookcontents` [ RunTime:0.004491s ]
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | SQL: SELECT * FROM `bookcontents` WHERE booksId=33 and contentNum=1  [ RunTime:0.004736s ]
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | INFO: Tag[ view_template ] --START--
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-03-26T17:14:06+08:00 ] /www/read/ebook/bookID/ | NOTIC: [8] Undefined index:  args ThinkException.class.php 第 80 行.
